Title,Description,Sentiment
Title 3313,Coca-Cola comes in various flavors.,Neutral
Title 3314,You can find Coca-Cola in many stores.,Neutral
Title 3315,Many people drink Coca-Cola regularly.,Neutral
Title 3316,Many people drink Coca-Cola regularly.,Neutral
Title 3317,You can find Coca-Cola in many stores.,Neutral
Title 3318,Coca-Cola comes in various flavors.,Neutral
Title 3319,Coca-Cola comes in various flavors.,Neutral
Title 3320,Coca-Cola is a popular soft drink brand.,Neutral
Title 3321,Coca-Cola is a popular soft drink brand.,Neutral
Title 3322,Coca-Cola has been around for over a century.,Neutral
Title 3323,Coca-Cola is a popular soft drink brand.,Neutral
Title 3324,Coca-Cola comes in various flavors.,Neutral
Title 3325,Coca-Cola has been around for over a century.,Neutral
Title 3326,Coca-Cola is a popular soft drink brand.,Neutral
Title 3327,You can find Coca-Cola in many stores.,Neutral
Title 3328,Many people drink Coca-Cola regularly.,Neutral
Title 3329,Coca-Cola is a popular soft drink brand.,Neutral
Title 3330,Coca-Cola is a popular soft drink brand.,Neutral
Title 3331,You can find Coca-Cola in many stores.,Neutral
Title 3332,Coca-Cola comes in various flavors.,Neutral
Title 3333,You can find Coca-Cola in many stores.,Neutral
Title 3334,Coca-Cola is a popular soft drink brand.,Neutral
Title 3335,Coca-Cola comes in various flavors.,Neutral
Title 3336,Coca-Cola has been around for over a century.,Neutral
Title 3337,Coca-Cola is a popular soft drink brand.,Neutral
Title 3338,You can find Coca-Cola in many stores.,Neutral
Title 3339,Coca-Cola has been around for over a century.,Neutral
Title 3340,Many people drink Coca-Cola regularly.,Neutral
Title 3341,Coca-Cola has been around for over a century.,Neutral
Title 3342,You can find Coca-Cola in many stores.,Neutral
Title 3343,Coca-Cola has been around for over a century.,Neutral
Title 3344,You can find Coca-Cola in many stores.,Neutral
Title 3345,Coca-Cola is a popular soft drink brand.,Neutral
Title 3346,Coca-Cola comes in various flavors.,Neutral
Title 3347,Many people drink Coca-Cola regularly.,Neutral
Title 3348,Coca-Cola comes in various flavors.,Neutral
Title 3349,Coca-Cola comes in various flavors.,Neutral
Title 3350,Coca-Cola comes in various flavors.,Neutral
Title 3351,You can find Coca-Cola in many stores.,Neutral
Title 3352,You can find Coca-Cola in many stores.,Neutral
Title 3353,Many people drink Coca-Cola regularly.,Neutral
Title 3354,You can find Coca-Cola in many stores.,Neutral
Title 3355,You can find Coca-Cola in many stores.,Neutral
Title 3356,You can find Coca-Cola in many stores.,Neutral
Title 3357,You can find Coca-Cola in many stores.,Neutral
Title 3358,Coca-Cola is a popular soft drink brand.,Neutral
Title 3359,Many people drink Coca-Cola regularly.,Neutral
Title 3360,You can find Coca-Cola in many stores.,Neutral
Title 3361,Many people drink Coca-Cola regularly.,Neutral
Title 3362,Coca-Cola has been around for over a century.,Neutral
Title 3363,Coca-Cola is a popular soft drink brand.,Neutral
Title 3364,You can find Coca-Cola in many stores.,Neutral
Title 3365,Coca-Cola is a popular soft drink brand.,Neutral
Title 3366,Coca-Cola is a popular soft drink brand.,Neutral
Title 3367,Coca-Cola has been around for over a century.,Neutral
Title 3368,Many people drink Coca-Cola regularly.,Neutral
Title 3369,Coca-Cola is a popular soft drink brand.,Neutral
Title 3370,Coca-Cola comes in various flavors.,Neutral
Title 3371,Coca-Cola has been around for over a century.,Neutral
Title 3372,Coca-Cola comes in various flavors.,Neutral
Title 3373,Coca-Cola has been around for over a century.,Neutral
Title 3374,Coca-Cola comes in various flavors.,Neutral
Title 3375,Coca-Cola comes in various flavors.,Neutral
Title 3376,Coca-Cola is a popular soft drink brand.,Neutral
Title 3377,Coca-Cola is a popular soft drink brand.,Neutral
Title 3378,Coca-Cola has been around for over a century.,Neutral
Title 3379,Many people drink Coca-Cola regularly.,Neutral
Title 3380,Coca-Cola is a popular soft drink brand.,Neutral
Title 3381,Coca-Cola is a popular soft drink brand.,Neutral
Title 3382,You can find Coca-Cola in many stores.,Neutral
Title 3383,Coca-Cola is a popular soft drink brand.,Neutral
Title 3384,Many people drink Coca-Cola regularly.,Neutral
Title 3385,You can find Coca-Cola in many stores.,Neutral
Title 3386,Coca-Cola comes in various flavors.,Neutral
Title 3387,Coca-Cola comes in various flavors.,Neutral
Title 3388,You can find Coca-Cola in many stores.,Neutral
Title 3389,You can find Coca-Cola in many stores.,Neutral
Title 3390,You can find Coca-Cola in many stores.,Neutral
Title 3391,Coca-Cola has been around for over a century.,Neutral
Title 3392,Many people drink Coca-Cola regularly.,Neutral
Title 3393,Many people drink Coca-Cola regularly.,Neutral
Title 3394,Coca-Cola comes in various flavors.,Neutral
Title 3395,Coca-Cola comes in various flavors.,Neutral
Title 3396,Coca-Cola comes in various flavors.,Neutral
Title 3397,Coca-Cola is a popular soft drink brand.,Neutral
Title 3398,Coca-Cola comes in various flavors.,Neutral
Title 3399,You can find Coca-Cola in many stores.,Neutral
Title 3400,Coca-Cola comes in various flavors.,Neutral
Title 3401,You can find Coca-Cola in many stores.,Neutral
Title 3402,Coca-Cola has been around for over a century.,Neutral
Title 3403,Coca-Cola is a popular soft drink brand.,Neutral
Title 3404,Coca-Cola is a popular soft drink brand.,Neutral
Title 3405,Many people drink Coca-Cola regularly.,Neutral
Title 3406,Coca-Cola has been around for over a century.,Neutral
Title 3407,You can find Coca-Cola in many stores.,Neutral
Title 3408,Coca-Cola has been around for over a century.,Neutral
Title 3409,Coca-Cola is a popular soft drink brand.,Neutral
Title 3410,You can find Coca-Cola in many stores.,Neutral
Title 3411,Coca-Cola has been around for over a century.,Neutral
Title 3412,Coca-Cola is a popular soft drink brand.,Neutral
Title 3413,You can find Coca-Cola in many stores.,Neutral
Title 3414,You can find Coca-Cola in many stores.,Neutral
Title 3415,Coca-Cola is a popular soft drink brand.,Neutral
Title 3416,You can find Coca-Cola in many stores.,Neutral
Title 3417,Coca-Cola is a popular soft drink brand.,Neutral
Title 3418,Coca-Cola comes in various flavors.,Neutral
Title 3419,Coca-Cola comes in various flavors.,Neutral
Title 3420,You can find Coca-Cola in many stores.,Neutral
Title 3421,You can find Coca-Cola in many stores.,Neutral
Title 3422,Coca-Cola is a popular soft drink brand.,Neutral
Title 3423,You can find Coca-Cola in many stores.,Neutral
Title 3424,Many people drink Coca-Cola regularly.,Neutral
Title 3425,Coca-Cola comes in various flavors.,Neutral
Title 3426,You can find Coca-Cola in many stores.,Neutral
Title 3427,You can find Coca-Cola in many stores.,Neutral
Title 3428,Coca-Cola has been around for over a century.,Neutral
Title 3429,You can find Coca-Cola in many stores.,Neutral
Title 3430,Many people drink Coca-Cola regularly.,Neutral
Title 3431,Coca-Cola comes in various flavors.,Neutral
Title 3432,Coca-Cola has been around for over a century.,Neutral
Title 3433,Coca-Cola is a popular soft drink brand.,Neutral
Title 3434,Coca-Cola is a popular soft drink brand.,Neutral
Title 3435,Coca-Cola comes in various flavors.,Neutral
Title 3436,Coca-Cola is a popular soft drink brand.,Neutral
Title 3437,Many people drink Coca-Cola regularly.,Neutral
Title 3438,You can find Coca-Cola in many stores.,Neutral
Title 3439,Coca-Cola comes in various flavors.,Neutral
Title 3440,Coca-Cola has been around for over a century.,Neutral
Title 3441,You can find Coca-Cola in many stores.,Neutral
Title 3442,Coca-Cola is a popular soft drink brand.,Neutral
Title 3443,Coca-Cola is a popular soft drink brand.,Neutral
Title 3444,Coca-Cola has been around for over a century.,Neutral
Title 3445,Many people drink Coca-Cola regularly.,Neutral
Title 3446,Coca-Cola has been around for over a century.,Neutral
Title 3447,Coca-Cola comes in various flavors.,Neutral
Title 3448,Coca-Cola has been around for over a century.,Neutral
Title 3449,Coca-Cola is a popular soft drink brand.,Neutral
Title 3450,Many people drink Coca-Cola regularly.,Neutral
Title 3451,Many people drink Coca-Cola regularly.,Neutral
Title 3452,Coca-Cola has been around for over a century.,Neutral
Title 3453,Coca-Cola comes in various flavors.,Neutral
Title 3454,Coca-Cola is a popular soft drink brand.,Neutral
Title 3455,You can find Coca-Cola in many stores.,Neutral
Title 3456,Many people drink Coca-Cola regularly.,Neutral
Title 3457,Coca-Cola has been around for over a century.,Neutral
Title 3458,Coca-Cola comes in various flavors.,Neutral
Title 3459,Coca-Cola comes in various flavors.,Neutral
Title 3460,Coca-Cola is a popular soft drink brand.,Neutral
Title 3461,Many people drink Coca-Cola regularly.,Neutral
Title 3462,Coca-Cola is a popular soft drink brand.,Neutral
Title 3463,You can find Coca-Cola in many stores.,Neutral
Title 3464,You can find Coca-Cola in many stores.,Neutral
Title 3465,You can find Coca-Cola in many stores.,Neutral
Title 3466,Coca-Cola comes in various flavors.,Neutral
Title 3467,Many people drink Coca-Cola regularly.,Neutral
Title 3468,Coca-Cola is a popular soft drink brand.,Neutral
Title 3469,Coca-Cola is a popular soft drink brand.,Neutral
Title 3470,You can find Coca-Cola in many stores.,Neutral
Title 3471,Many people drink Coca-Cola regularly.,Neutral
Title 3472,Many people drink Coca-Cola regularly.,Neutral
Title 3473,Coca-Cola has been around for over a century.,Neutral
Title 3474,Many people drink Coca-Cola regularly.,Neutral
Title 3475,Many people drink Coca-Cola regularly.,Neutral
Title 3476,Coca-Cola is a popular soft drink brand.,Neutral
Title 3477,Many people drink Coca-Cola regularly.,Neutral
Title 3478,Many people drink Coca-Cola regularly.,Neutral
Title 3479,Coca-Cola is a popular soft drink brand.,Neutral
Title 3480,Many people drink Coca-Cola regularly.,Neutral
Title 3481,Coca-Cola is a popular soft drink brand.,Neutral
Title 3482,Coca-Cola has been around for over a century.,Neutral
Title 3483,Coca-Cola comes in various flavors.,Neutral
Title 3484,Coca-Cola is a popular soft drink brand.,Neutral
Title 3485,Coca-Cola is a popular soft drink brand.,Neutral
Title 3486,Many people drink Coca-Cola regularly.,Neutral
Title 3487,Coca-Cola is a popular soft drink brand.,Neutral
Title 3488,You can find Coca-Cola in many stores.,Neutral
Title 3489,You can find Coca-Cola in many stores.,Neutral
Title 3490,Coca-Cola has been around for over a century.,Neutral
Title 3491,Coca-Cola is a popular soft drink brand.,Neutral
Title 3492,Many people drink Coca-Cola regularly.,Neutral
Title 3493,Many people drink Coca-Cola regularly.,Neutral
Title 3494,Coca-Cola comes in various flavors.,Neutral
Title 3495,Coca-Cola has been around for over a century.,Neutral
Title 3496,Many people drink Coca-Cola regularly.,Neutral
Title 3497,Coca-Cola comes in various flavors.,Neutral
Title 3498,Many people drink Coca-Cola regularly.,Neutral
Title 3499,Coca-Cola comes in various flavors.,Neutral
Title 3500,You can find Coca-Cola in many stores.,Neutral
Title 3501,You can find Coca-Cola in many stores.,Neutral
Title 3502,Many people drink Coca-Cola regularly.,Neutral
Title 3503,Coca-Cola has been around for over a century.,Neutral
Title 3504,Coca-Cola is a popular soft drink brand.,Neutral
Title 3505,Coca-Cola has been around for over a century.,Neutral
Title 3506,Coca-Cola has been around for over a century.,Neutral
Title 3507,Coca-Cola is a popular soft drink brand.,Neutral
Title 3508,You can find Coca-Cola in many stores.,Neutral
Title 3509,You can find Coca-Cola in many stores.,Neutral
Title 3510,Coca-Cola is a popular soft drink brand.,Neutral
Title 3511,Coca-Cola comes in various flavors.,Neutral
Title 3512,Coca-Cola has been around for over a century.,Neutral
Title 3513,Many people drink Coca-Cola regularly.,Neutral
Title 3514,You can find Coca-Cola in many stores.,Neutral
Title 3515,Many people drink Coca-Cola regularly.,Neutral
Title 3516,Coca-Cola is a popular soft drink brand.,Neutral
Title 3517,Many people drink Coca-Cola regularly.,Neutral
Title 3518,Many people drink Coca-Cola regularly.,Neutral
Title 3519,Coca-Cola has been around for over a century.,Neutral
Title 3520,Coca-Cola is a popular soft drink brand.,Neutral
Title 3521,Many people drink Coca-Cola regularly.,Neutral
Title 3522,You can find Coca-Cola in many stores.,Neutral
Title 3523,Coca-Cola is a popular soft drink brand.,Neutral
Title 3524,You can find Coca-Cola in many stores.,Neutral
Title 3525,Coca-Cola comes in various flavors.,Neutral
Title 3526,Many people drink Coca-Cola regularly.,Neutral
Title 3527,Coca-Cola is a popular soft drink brand.,Neutral
Title 3528,You can find Coca-Cola in many stores.,Neutral
Title 3529,Many people drink Coca-Cola regularly.,Neutral
Title 3530,Coca-Cola has been around for over a century.,Neutral
Title 3531,You can find Coca-Cola in many stores.,Neutral
Title 3532,You can find Coca-Cola in many stores.,Neutral
Title 3533,Coca-Cola comes in various flavors.,Neutral
Title 3534,Coca-Cola has been around for over a century.,Neutral
Title 3535,Coca-Cola comes in various flavors.,Neutral
Title 3536,Coca-Cola has been around for over a century.,Neutral
Title 3537,You can find Coca-Cola in many stores.,Neutral
Title 3538,Coca-Cola comes in various flavors.,Neutral
Title 3539,Many people drink Coca-Cola regularly.,Neutral
Title 3540,Coca-Cola has been around for over a century.,Neutral
Title 3541,You can find Coca-Cola in many stores.,Neutral
Title 3542,Coca-Cola is a popular soft drink brand.,Neutral
Title 3543,Coca-Cola has been around for over a century.,Neutral
Title 3544,Coca-Cola has been around for over a century.,Neutral
Title 3545,Many people drink Coca-Cola regularly.,Neutral
Title 3546,Coca-Cola has been around for over a century.,Neutral
Title 3547,Coca-Cola has been around for over a century.,Neutral
Title 3548,Many people drink Coca-Cola regularly.,Neutral
Title 3549,Many people drink Coca-Cola regularly.,Neutral
Title 3550,Coca-Cola comes in various flavors.,Neutral
Title 3551,You can find Coca-Cola in many stores.,Neutral
Title 3552,You can find Coca-Cola in many stores.,Neutral
Title 3553,Coca-Cola comes in various flavors.,Neutral
Title 3554,You can find Coca-Cola in many stores.,Neutral
Title 3555,Coca-Cola has been around for over a century.,Neutral
Title 3556,Coca-Cola comes in various flavors.,Neutral
Title 3557,Coca-Cola comes in various flavors.,Neutral
Title 3558,You can find Coca-Cola in many stores.,Neutral
Title 3559,Coca-Cola is a popular soft drink brand.,Neutral
